text,language,text_length,tokens,extracted_features
૫૬ કરડ લક ગજરત ભષ બલ છ જ ભરતન વસતન લગભગ ૪,gu,59,"['૫૬', 'કરડ', 'લક', 'ગજરત', 'ભષ', 'બલ', 'છ', 'જ', 'ભરતન', 'વસતન', 'લગભગ', '૪']","{'word_length': 2.5, 'sentence_length': 12.0, 'char_ngrams': 39, 'prefix_suffix_count': 10, 'unique_roots_count': 12}"
இவரகள தனனநதயவல 400 ஆணடகள ஆதககம சலததனர,ta,59,"['இவரகள', 'தனனநதயவல', '400', 'ஆணடகள', 'ஆதககம', 'சலததனர']","{'word_length': 5.333333333333333, 'sentence_length': 6.0, 'char_ngrams': 35, 'prefix_suffix_count': 12, 'unique_roots_count': 6}"
مثلا انگریزی میں کہیں گے وی سا آ لائن,ur,39,"['مثلا', 'انگریزی', 'میں', 'کہیں', 'گے', 'وی', 'سا', 'آ', 'لائن']","{'word_length': 3.2222222222222223, 'sentence_length': 9.0, 'char_ngrams': 35, 'prefix_suffix_count': 10, 'unique_roots_count': 9}"
অনক বলন মধযযগ পরচন সহতযসমহর অনকগলকই আর পওয যযন যর ফল সসমযকর অনক শবদই আমদর ধরছযর বইর,bn,126,"['অনক', 'বলন', 'মধযযগ', 'পরচন', 'সহতযসমহর', 'অনকগলকই', 'আর', 'পওয', 'যযন', 'যর', 'ফল', 'সসমযকর', 'অনক', 'শবদই', 'আমদর', 'ধরছযর', 'বইর']","{'word_length': 3.9411764705882355, 'sentence_length': 17.0, 'char_ngrams': 81, 'prefix_suffix_count': 28, 'unique_roots_count': 16}"
ત બહદ ઇનડયરપયન ભષ કટબન ભગ છ,gu,44,"['ત', 'બહદ', 'ઇનડયરપયન', 'ભષ', 'કટબન', 'ભગ', 'છ']","{'word_length': 3.0, 'sentence_length': 7.0, 'char_ngrams': 25, 'prefix_suffix_count': 6, 'unique_roots_count': 7}"
समपरण भरतवरष म बल और समझ जन वल बलवड क करण दशभष हनद ह यह रजभष भ ह तथ सर दश क जडन वल समपरक भष भ,hi,143,"['समपरण', 'भरतवरष', 'म', 'बल', 'और', 'समझ', 'जन', 'वल', 'बलवड', 'क', 'करण', 'दशभष', 'हनद', 'ह', 'यह', 'रजभष', 'भ', 'ह', 'तथ', 'सर', 'दश', 'क', 'जडन', 'वल', 'समपरक', 'भष', 'भ']","{'word_length': 2.4814814814814814, 'sentence_length': 27.0, 'char_ngrams': 91, 'prefix_suffix_count': 20, 'unique_roots_count': 22}"
১৭শ শতক মনত অসময লপৰ তনট শল গঢ ল উঠ কইথল বমণয আৰ গডগঞ লপ য ছপ আখৰৰ সষটৰ পছত আধনক লপৰ ৰপ পয,as,136,"['১৭শ', 'শতক', 'মনত', 'অসময', 'লপৰ', 'তনট', 'শল', 'গঢ', 'ল', 'উঠ', 'কইথল', 'বমণয', 'আৰ', 'গডগঞ', 'লপ', 'য', 'ছপ', 'আখৰৰ', 'সষটৰ', 'পছত', 'আধনক', 'লপৰ', 'ৰপ', 'পয']","{'word_length': 2.7916666666666665, 'sentence_length': 24.0, 'char_ngrams': 88, 'prefix_suffix_count': 28, 'unique_roots_count': 23}"
in the 20th century the growing economic and cultural influence of the united states and its status as a superpower following the second world war has along with worldwide broadcasting in english by the bbc and other broadcasters caused the language to spread across the planet much faster,en,291,"['in', 'the', '20th', 'century', 'the', 'growing', 'economic', 'and', 'cultural', 'influence', 'of', 'the', 'united', 'states', 'and', 'its', 'status', 'as', 'a', 'superpower', 'following', 'the', 'second', 'world', 'war', 'has', 'along', 'with', 'worldwide', 'broadcasting', 'in', 'english', 'by', 'the', 'bbc', 'and', 'other', 'broadcasters', 'caused', 'the', 'language', 'to', 'spread', 'across', 'the', 'planet', 'much', 'faster']","{'word_length': 5.041666666666667, 'sentence_length': 48.0, 'char_ngrams': 287, 'prefix_suffix_count': 82, 'unique_roots_count': 38}"
ऐस बलय म बरजभष और अवध परमख ह,hi,44,"['ऐस', 'बलय', 'म', 'बरजभष', 'और', 'अवध', 'परमख', 'ह']","{'word_length': 2.625, 'sentence_length': 8.0, 'char_ngrams': 26, 'prefix_suffix_count': 8, 'unique_roots_count': 8}"
गय महरशटरतल ककण वभग कनर करनटक आन करळतलय थडय जगयन ह भस उलयतत,kok,101,"['गय', 'महरशटरतल', 'ककण', 'वभग', 'कनर', 'करनटक', 'आन', 'करळतलय', 'थडय', 'जगयन', 'ह', 'भस', 'उलयतत']","{'word_length': 3.6153846153846154, 'sentence_length': 13.0, 'char_ngrams': 57, 'prefix_suffix_count': 18, 'unique_roots_count': 12}"
తలగ లప ఇతర భరతయ భష లపలలగ పరచన బరహమ లప నడ ఉదభవచద,te,79,"['తలగ', 'లప', 'ఇతర', 'భరతయ', 'భష', 'లపలలగ', 'పరచన', 'బరహమ', 'లప', 'నడ', 'ఉదభవచద']","{'word_length': 3.3636363636363638, 'sentence_length': 11.0, 'char_ngrams': 45, 'prefix_suffix_count': 14, 'unique_roots_count': 10}"
मरठ भष ह इडयरपय भषकळतल एक भष आह,mr,50,"['मरठ', 'भष', 'ह', 'इडयरपय', 'भषकळतल', 'एक', 'भष', 'आह']","{'word_length': 3.0, 'sentence_length': 8.0, 'char_ngrams': 29, 'prefix_suffix_count': 6, 'unique_roots_count': 7}"
پشپ اختر محی الدی کٲشر ڈکشنری جموں اینڈ کشمیر اکیڈیمی آف آرٹ کلچر اینڈ لینگویجزر پروفیسجے,ks,96,"['پشپ', 'اختر', 'محی', 'الدی', 'کٲشر', 'ڈکشنری', 'جموں', 'اینڈ', 'کشمیر', 'اکیڈیمی', 'آف', 'آرٹ', 'کلچر', 'اینڈ', 'لینگویجزر', 'پروفیسجے']","{'word_length': 4.625, 'sentence_length': 16.0, 'char_ngrams': 87, 'prefix_suffix_count': 30, 'unique_roots_count': 15}"
nan,ks,0,[],"{'word_length': 3.0, 'sentence_length': 1.0, 'char_ngrams': 1, 'prefix_suffix_count': 2, 'unique_roots_count': 1}"
সপৰশধবনবৰৰ ভতৰত ঘষ আৰ অঘষ দই বধৰ আছ,as,48,"['সপৰশধবনবৰৰ', 'ভতৰত', 'ঘষ', 'আৰ', 'অঘষ', 'দই', 'বধৰ', 'আছ']","{'word_length': 3.5, 'sentence_length': 8.0, 'char_ngrams': 33, 'prefix_suffix_count': 8, 'unique_roots_count': 8}"
తలగలన సపషటమన మటటమదట పరచన శలశసన 7వ శతబదమనక చదనద,te,74,"['తలగలన', 'సపషటమన', 'మటటమదట', 'పరచన', 'శలశసన', '7వ', 'శతబదమనక', 'చదనద']","{'word_length': 4.875, 'sentence_length': 8.0, 'char_ngrams': 44, 'prefix_suffix_count': 14, 'unique_roots_count': 8}"
தமழநட பணடக கலததல சர சழ பணடய பலலவ மனனரகளல ஆளபபறறத,ta,77,"['தமழநட', 'பணடக', 'கலததல', 'சர', 'சழ', 'பணடய', 'பலலவ', 'மனனரகளல', 'ஆளபபறறத']","{'word_length': 4.444444444444445, 'sentence_length': 9.0, 'char_ngrams': 46, 'prefix_suffix_count': 14, 'unique_roots_count': 8}"
उकत परगत वशषत आरथक र सनक कषतरम एक कषतरय शकत र वशव शकत रषटरक रपम दखन थलक छ,ne,109,"['उकत', 'परगत', 'वशषत', 'आरथक', 'र', 'सनक', 'कषतरम', 'एक', 'कषतरय', 'शकत', 'र', 'वशव', 'शकत', 'रषटरक', 'रपम', 'दखन', 'थलक', 'छ']","{'word_length': 3.111111111111111, 'sentence_length': 18.0, 'char_ngrams': 71, 'prefix_suffix_count': 28, 'unique_roots_count': 15}"
दशभरतल एकण गरथलयतल २५ टकक गरथलय एकटय महरषटरत आहत सदरभ हव,mr,85,"['दशभरतल', 'एकण', 'गरथलयतल', '२५', 'टकक', 'गरथलय', 'एकटय', 'महरषटरत', 'आहत', 'सदरभ', 'हव']","{'word_length': 4.181818181818182, 'sentence_length': 11.0, 'char_ngrams': 54, 'prefix_suffix_count': 18, 'unique_roots_count': 11}"
9 മലയള എനന പദ malayalam ഇഗലഷൽ എഴതയൽ അനലമവലമപദ കടയണ അതയത ഇരവശതത നനന വയചചടകകൻ സധകകനന പദമണ,ml,136,"['9', 'മലയള', 'എനന', 'പദ', 'malayalam', 'ഇഗലഷൽ', 'എഴതയൽ', 'അനലമവലമപദ', 'കടയണ', 'അതയത', 'ഇരവശതത', 'നനന', 'വയചചടകകൻ', 'സധകകനന', 'പദമണ']","{'word_length': 4.866666666666666, 'sentence_length': 15.0, 'char_ngrams': 85, 'prefix_suffix_count': 26, 'unique_roots_count': 15}"
तसर पवट १६८३१७४०चय परतगझ आन मरठ समरजयमरठय मध लडई चय वळर,kok,96,"['तसर', 'पवट', '१६८३१७४०चय', 'परतगझ', 'आन', 'मरठ', 'समरजयमरठय', 'मध', 'लडई', 'चय', 'वळर']","{'word_length': 4.090909090909091, 'sentence_length': 11.0, 'char_ngrams': 53, 'prefix_suffix_count': 16, 'unique_roots_count': 11}"
लख दवनगर लपत असन भष ससकत व मरठ मशर आह,mr,55,"['लख', 'दवनगर', 'लपत', 'असन', 'भष', 'ससकत', 'व', 'मरठ', 'मशर', 'आह']","{'word_length': 2.8, 'sentence_length': 10.0, 'char_ngrams': 35, 'prefix_suffix_count': 12, 'unique_roots_count': 10}"
ఇదల ఒక నమవచకనక దన ఉపయగనన బటట పరతయకమన అకషరల చరచబడతయ,te,78,"['ఇదల', 'ఒక', 'నమవచకనక', 'దన', 'ఉపయగనన', 'బటట', 'పరతయకమన', 'అకషరల', 'చరచబడతయ']","{'word_length': 4.666666666666667, 'sentence_length': 9.0, 'char_ngrams': 48, 'prefix_suffix_count': 14, 'unique_roots_count': 9}"
یہ اوس جۆم تہ کشیرک ؤزیر اعلا,ks,37,"['یہ', 'اوس', 'جۆم', 'تہ', 'کشیرک', 'ؤزیر', 'اعلا']","{'word_length': 3.2857142857142856, 'sentence_length': 7.0, 'char_ngrams': 27, 'prefix_suffix_count': 10, 'unique_roots_count': 7}"
ତବ ବରତତମନ ସରକରଙକଦୱର ପନରବର ତକ କରଯୟକର କରବକ ଦଢ ନଷପତତ ନଆଯଇ ତହକ ଲଗ କରଯଇଛ,or,107,"['ତବ', 'ବରତତମନ', 'ସରକରଙକଦୱର', 'ପନରବର', 'ତକ', 'କରଯୟକର', 'କରବକ', 'ଦଢ', 'ନଷପତତ', 'ନଆଯଇ', 'ତହକ', 'ଲଗ', 'କରଯଇଛ']","{'word_length': 4.230769230769231, 'sentence_length': 13.0, 'char_ngrams': 65, 'prefix_suffix_count': 18, 'unique_roots_count': 13}"
ബരഹമണരൽ നനന സസകതവ സമനയജനതതനറ ഭഷയലകക പകർനന പരകയ കടതമഴ സസകതവ കരമനഗതമയ പരവർതതനഫലമയ മലയണമയനന ഭഷ രപപപടകയമണണടയത,ml,171,"['ബരഹമണരൽ', 'നനന', 'സസകതവ', 'സമനയജനതതനറ', 'ഭഷയലകക', 'പകർനന', 'പരകയ', 'കടതമഴ', 'സസകതവ', 'കരമനഗതമയ', 'പരവർതതനഫലമയ', 'മലയണമയനന', 'ഭഷ', 'രപപപടകയമണണടയത']","{'word_length': 6.571428571428571, 'sentence_length': 14.0, 'char_ngrams': 103, 'prefix_suffix_count': 26, 'unique_roots_count': 13}"
ಇದರ ಮಲಕ ಫಯಷನ ಅನನ ಪರಜಪರಭತವಗಳಸವ ನಟಟನಲಲ ಅರಬನಕ ಅನನ ಶಕತಗಳಸತತದ,kn,88,"['ಇದರ', 'ಮಲಕ', 'ಫಯಷನ', 'ಅನನ', 'ಪರಜಪರಭತವಗಳಸವ', 'ನಟಟನಲಲ', 'ಅರಬನಕ', 'ಅನನ', 'ಶಕತಗಳಸತತದ']","{'word_length': 5.333333333333333, 'sentence_length': 9.0, 'char_ngrams': 54, 'prefix_suffix_count': 18, 'unique_roots_count': 8}"
both names derive from anglia a peninsula on the baltic sea which is not to be confused with east anglia the eastern part of england that comprises the counties of norfolk suffolk and essex,en,194,"['both', 'names', 'derive', 'from', 'anglia', 'a', 'peninsula', 'on', 'the', 'baltic', 'sea', 'which', 'is', 'not', 'to', 'be', 'confused', 'with', 'east', 'anglia', 'the', 'eastern', 'part', 'of', 'england', 'that', 'comprises', 'the', 'counties', 'of', 'norfolk', 'suffolk', 'and', 'essex']","{'word_length': 4.588235294117647, 'sentence_length': 34.0, 'char_ngrams': 187, 'prefix_suffix_count': 54, 'unique_roots_count': 30}"
সতর ১৩৫০ হত ১৪৫০ অবধ শতবদ কলর কতট পরচন বলর অনতরগত ছল এব কতট আদমধয বলর অনতরগত ছল ত নশচয কর বলবর উপয নই,bn,141,"['সতর', '১৩৫০', 'হত', '১৪৫০', 'অবধ', 'শতবদ', 'কলর', 'কতট', 'পরচন', 'বলর', 'অনতরগত', 'ছল', 'এব', 'কতট', 'আদমধয', 'বলর', 'অনতরগত', 'ছল', 'ত', 'নশচয', 'কর', 'বলবর', 'উপয', 'নই']","{'word_length': 3.25, 'sentence_length': 24.0, 'char_ngrams': 99, 'prefix_suffix_count': 34, 'unique_roots_count': 20}"
یمن منز چھ واریاہ فرقہ,ks,25,"['یمن', 'منز', 'چھ', 'واریاہ', 'فرقہ']","{'word_length': 3.6, 'sentence_length': 5.0, 'char_ngrams': 20, 'prefix_suffix_count': 8, 'unique_roots_count': 5}"
ଓଡଶ ବଧନ ସଭର 1954 ମସହ ଓଡଆ ଭଷର ସରକର ସତରର ବୟବହର ପଇ ଆଇନ ହଇଥଲ,or,82,"['ଓଡଶ', 'ବଧନ', 'ସଭର', '1954', 'ମସହ', 'ଓଡଆ', 'ଭଷର', 'ସରକର', 'ସତରର', 'ବୟବହର', 'ପଇ', 'ଆଇନ', 'ହଇଥଲ']","{'word_length': 3.3846153846153846, 'sentence_length': 13.0, 'char_ngrams': 54, 'prefix_suffix_count': 24, 'unique_roots_count': 13}"
परतगझ भशच औपचरक भस जवन करसतव मध परतगझ भशच वडड परभवहदव मध मरठ भसच परथम सथल आन हदवकरसतव मध ओतर आसन ककण भसच हलत बकर झलल,kok,201,"['परतगझ', 'भशच', 'औपचरक', 'भस', 'जवन', 'करसतव', 'मध', 'परतगझ', 'भशच', 'वडड', 'परभवहदव', 'मध', 'मरठ', 'भसच', 'परथम', 'सथल', 'आन', 'हदवकरसतव', 'मध', 'ओतर', 'आसन', 'ककण', 'भसच', 'हलत', 'बकर', 'झलल']","{'word_length': 3.5, 'sentence_length': 26.0, 'char_ngrams': 114, 'prefix_suffix_count': 42, 'unique_roots_count': 21}"
రయలసమ భషరయలసమ పరతప భషన రయలసమ మడలక అన అటర,te,63,"['రయలసమ', 'భషరయలసమ', 'పరతప', 'భషన', 'రయలసమ', 'మడలక', 'అన', 'అటర']","{'word_length': 4.125, 'sentence_length': 8.0, 'char_ngrams': 38, 'prefix_suffix_count': 14, 'unique_roots_count': 7}"
دکنی اس کو دکھنی دیسیا مرگان نام سے بھی جانا جاتا ہے,ur,56,"['دکنی', 'اس', 'کو', 'دکھنی', 'دیسیا', 'مرگان', 'نام', 'سے', 'بھی', 'جانا', 'جاتا', 'ہے']","{'word_length': 3.4166666666666665, 'sentence_length': 12.0, 'char_ngrams': 50, 'prefix_suffix_count': 16, 'unique_roots_count': 12}"
اس نظرئے کے مطابق اردو قوم کی تعداد ساری دنیا میں 30 کروڑ سے تجاوز کر جاتی ہے,ur,78,"['اس', 'نظرئے', 'کے', 'مطابق', 'اردو', 'قوم', 'کی', 'تعداد', 'ساری', 'دنیا', 'میں', '30', 'کروڑ', 'سے', 'تجاوز', 'کر', 'جاتی', 'ہے']","{'word_length': 3.3333333333333335, 'sentence_length': 18.0, 'char_ngrams': 75, 'prefix_suffix_count': 22, 'unique_roots_count': 18}"
